hotel_id,hotel_name,accomodation,star_rating,public_rating,review_count,review_rating,room_count,room_type,room_area,room_facilities,hotel_facilities,additional_info,hotel_description,point_of_interest,latitude,longitude,address,area,city,state,price,hotel_image
438,CAMPS @ TIKKAR TAAL,Tent,0,0,0,0,21,Domb Camps,,Room Service |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan|Telephone|Housekeeping|Bathtub Only,Doctor on Call|Parking Facilities Available|Front Desk|Parking Facility|Room Service|First-Aid Kit at Front Desk,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Nada Sahib Gurudwara|Hill Top Morni Hills,30.6942091,76.860565,"MORNI HILLS PANCHKULA, CHANDIGARH",Hill Top Morni Hills,Panchkula,Haryana,2382,9
439,Bharat Hotel (BTH),Hotel,3,60,45,3.9,79,AC Executive Room,15 X 15 Sq.ft.,Room Service |Air Conditioning |Basic Bathroom Amenities|Hairdryer (on request)|Internet Connection In Room|Shower Facility Available| Hot / Cold Running Water|Housekeeping|Desk in Room|Safe - In - Room |Bidet|Mirror|Attached Bathroom,Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Catering|Multi Lingual Staff|Porter / Bellhop|Suitable For Children|Coffee Shop / Cafe|Conference Facility |Fax Machine|Kitchen available (home cook food on request)|Floor Butler|Massage Services |Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Car Rental|Board Room|Rooftop Garden|Food Facility|Internet Access Free|Newspapers In Lobby|Children's Park|Postal / Parcel Services|Room Service (24 Hours)|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Exit Signs|Full Time Operation for All 7 Days|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Speciality Restaurant |Stamps and Mailing Facility|Suites,Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. There will be season hike for Oct/Nov/Dec Rs.1000 per Room/Per night will be payable directly at the hotel at the  time of check-in,Ernakulam Junction|Ernakulam|Bolgatty Palace|Jewish Synagogue,9.967239172,76.28169785,"P.B.No.2357, Gandhi Square, Durbar Hall Road, Ernakulam.",Ernakulam,Ernakulam,Kerala,6707,27
440,Blessing The Ultimate,Homestay,0,0,0,0,7,Deluxe Room,,Room Service |Air Conditioning |Basic Bathroom Amenities|Ceiling Fan|Attached Bathroom,Front Desk|Power Backup|Room Service (24 Hours),Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Ashoka Pillar|Allahabad Museum|Allahabad University|Civil Lines|Swaraj Bhavan,25.4528147,81.8369595,"20, Lal Bahadur Shashtri Marg, Civil Lines",Civil Lines,Allahabad,Uttar Pradesh,7971,27
441,Chithirapuram Palace,Villa,0,85,27,4.3,12,Super Deluxe Room,,"Room Service |Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Hairdryer (on request)|Tea Coffee Kettle / Maker|Telephone|Breakfast Available (surcharge)|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Slippers|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Coffee Table|Wardrobe|HD / LCD Satellite TV |TV|Rollaway Beds|Mirror|Mini Refrigerator|Luggage Rack|Attached Bathroom|Closet",Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Power Backup|Gardens|Multi Lingual Staff|Open Air Restaurant / Dining |Campfire / Bon Fire|Internet Access Free|Newspapers In Lobby|Outdoor Parking - Secured|Parking Facility|Restaurant|Room Service,Room Service|Internet Access|Restaurant|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Pets not allowed.,Blossom Hydel Park|Pothamedu Viewpoint|Chithirapuram,10.03558078,77.05476656,"Chithirapuram Palace, Near Health Centre, Chithirapuram P.O, Munnar, Idukki (dist)",Chithirapuram,Munnar,Kerala,12805,20
442,Budget Inn Service Apartments Tiger Plaza,Service Apartment,0,100,7,4.9,34,1 BHK,,,Business Center |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Table Tennis|24 Hour Front Desk|Power Backup|Gardens|Fitness Equipment|Pool Table|Outdoor Parking - Secured|Parking Facility|Porter Services Available|Public Restrooms,Room Service|Internet Access|Gym/Spa|Restaurant,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Unmarried couples not allowed. Carry Valid Photo Id proof at the time of check in Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel,Dahej,21.708045,72.588307,"In Saffron City, Besides Hotel Prism, Opp. Suba Grand Hotel, Village Jolva, Bharuch-Dahej Road",Dahej,Dahej,Gujarat,5187,6
443,Camp Awara,Tent,0,81,11,3.8,17,Deluxe Tents,,Room Service |Basic Bathroom Amenities|Ceiling Fan|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Toiletries|TV|Mirror|Attached Bathroom,Games Zone|Gardens|Catering|Nature Walk|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Campfire / Bon Fire|Food Facility|Outdoor Parking - Secured|Parking Facility,,The standard check-in time is 01:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Surkanda Devi|Kempty Range,30.42437273,78.24994754,"DHANAULTI,MUSSOORIE  CHAMBA ROAD,DISTT TEHRI GARHWAL",Kempty Range,Dhanaulti,Uttarakhand,8423,25
444,Cardamom Village Plantation Home Stay,Homestay,0,66,6,3.8,1,Deluxe Room,,Room Service |Ceiling Fan| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Mirror|Attached Bathroom,"Airport Transfer Available / Surcharge|Laundry Service Available|Library|Parking Facilities Available|Local Tour / Travel Desk|Power Backup|Gardens|Computer Rental|Wake-up Call / Service|Suitable For Children|Grocery|Kitchen available (home cook food on request)|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Open Air Restaurant / Dining |Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Water Dispenser Available|Taxi Services|Badminttion Court|City Shuttle Service|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Yoga Hall / Classes|Postal / Parcel Services|Family Room| Cook Services|Air / Rail Booking|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility",Internet Access|Free Internet,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Kumily|Kadathanadan Kalari Centre,9.636789044,77.1579604,"Ottakathalamedu - Menonmedu Road, Chakkupallam, 6th Mile, Kumily",Kumily,Thekkady,Kerala,9656,26
445,Casa Grande Studios,Hotel,3,75,8,3.8,16,Standard Room,12 X 12 Sq.ft.,"Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Mini bar - On Charge |Internet Connection In Room|Refrigerator|Telephone|Toaster|Shower Facility Available|Newspapers|Reading Lamps|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Moisturiser|Safe - In - Room |HD / LCD Satellite TV |Split A.C's|Snacks / Beverage|Mirror|Mini Refrigerator|Attached Bathroom",Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Power Backup|Wake-up Call / Service|Fitness Equipment|Separate Sitting Area|Conference Facility |Smoking Rooms|Fax Machine|Pool Table|Smoking Area |Board Room|Food Facility|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Internet / Fax (Reception area only)|Outdoor Parking - Secured|Parking Facility,Room Service|Internet Access|Gym/Spa|Restaurant|Free Internet,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Children Policy: B/w 0 to 6 years,Child is inclusive. B/w 6 to 10 years,Charges Rs.750 is applicable but no extra bed is provided Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.",Pashan Lake|Pataleshwar Temple|Saras Baug Temple|Shanivar Wada Fort|The Osho International Commune|Balewadi Stadium|Aster Medipoint Hospital|DY Patil University|Baner,18.56336025,73.78491558,"81/2, Rutuja Park Society, Near Orchid School Lane, Baner, Pune",Baner,Pune,Maharashtra,6505,25
446,Casa Ribera resort,Resort,0,0,0,0,2,AC Double Bedded Room,,Room Service |Air Conditioning |Cable / Satellite / Pay TV available|Mineral Water|Attached Bathroom,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Others,10.0573111,76.3212722,"Kunnuvazhi, Near Thiruvairanikulam Temple, Manjapetty Ferry Road, South Vellarapilly, Kochi, Kerala",Others,Cochin,Kerala,12451,28
447,BRIDGESTONE,Homestay,0,94,19,4.7,3,FOREST PRIVATE COTTAGE,50 X 40 Sq.ft.,Balcony / Terrace|Ensuite / Private Bathroom|Tea Coffee Kettle / Maker|Stove / Oven|Breakfast Available (surcharge)|Housekeeping|Desk in Room|Window Opens|Sofa Cum Bed Available|Primium Bathrooms|Safe - In - Room |Sofa Table / Extra Seats |Pillow menu|Private Garden|Mirror|Luxurious Feather Mattresses|Induction Plate|Luggage Rack|Bathtub|Closet|Clothes Hook in Bathroom|Daily Room Cleaning|Extra Toilteries on Demand|Western Toilet Seat,Doctor on Call|Parking Facilities Available|Medical Assistance Available|Parking Facility|Room Service,Room Service,The standard check-in time is 11:00 AM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Blossom Hydel Park|Chinnakanal|Others|Nyayamakad waterfalls|Pothamedu Viewpoint|Bus Station|Tata Global Beverages Limited General Hospital|Tea Museum|The Grandspa Ayurvedic Wellness &amp; Research Centre|Photo Point|Spices Market|Attukal Waterfalls|Pallivasal|The Grandspa Ayurvedic Wellness & Research Centre,10.12877121,76.88845887,"OZHUVATHDAM,VALARA P.O,LANDMARK-IRUMBU PALAM JN,NEAR VALARA WATERFALL",Others,Munnar,Kerala,8624,2
448,Central Park 17,Hotel,3,79,165,3.9,18,Classic Room,,Tea Coffee Kettle / Maker| Hot / Cold Running Water|HD / LCD Satellite TV |Luggage Rack,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Power Backup|Conference Facility |Newspapers In Lobby|Room Service (24 Hours)| Cook Services|Parking Facility,Room Service|Internet Access|Restaurant,,,30.7398339,76.782702,"SCO 10-11-12, Sector 17A, Chandigarh",Sector 17,Chandigarh,Punjab,10975,19
449,CHANDRA RESIDENCY,Hotel,0,0,0,0,24,AC DELUXE,,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan,Doctor on Call|Wake-up Call / Service|Express Laundry|Room Service|Suites,Room Service,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly chek in chek our 24 hrs,Panki Road,24.0420432,84.0907246,"near bazaar samiti by pass raod,bairiya, Daltonganj",panki road,Daltonganj,Jharkhand,7703,18
